id,kode_provinsi,nama_provinsi,kode_kabupaten_kota_kemendagri,nama_kabupaten_kota_kemendagri,bps_kode_kecamatan,bps_nama_kecamatan,bps_kode_desa,bps_nama_desa,kemendagri_kode_kecamatan,kemendagri_nama_kecamatan,kemendagri_kode_desa,kemendagri_nama_desa,status_sinyal,keberadaan_internet,kepemilikan_internet,ketersediaan_tower_bts,jarak_tower_terdekat,keberadaan_telkomsel,keberadaan_indosat,keberadaan_xl_axiata,keberadaan_operator_lain,operator_lainnya,tahun
4384,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214110,CAMPAKA,3214110026,CIKUMPAY,32.14.02,CAMPAKA,32.14.02.2005,CIKUMPAY,SINYAL KUAT,ADA,ADA,ADA,1.0,ADA,ADA,ADA,ADA,TRI,2021
4385,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214110,CAMPAKA,3214110027,CIJAYA,32.14.02,CAMPAKA,32.14.02.2006,CIJAYA,SINYAL KUAT,ADA,ADA,ADA,500.0,ADA,ADA,ADA,ADA,TRI,2021
4386,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214110,CAMPAKA,3214110028,KERTAMUKTI,32.14.02,CAMPAKA,32.14.02.2007,KERTAMUKTI,SINYAL KUAT,ADA,ADA,ADA,1.0,ADA,ADA,ADA,ADA,TRI,2021
4387,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214110,CAMPAKA,3214110025,CIMAHI,32.14.02,CAMPAKA,32.14.02.2008,CIMAHI,SINYAL KUAT,TIDAK ADA,TIDAK ADA,ADA,500.0,ADA,ADA,ADA,ADA,TRI,2021
4388,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214110,CAMPAKA,3214110023,CIJUNTI,32.14.02,CAMPAKA,32.14.02.2009,CIJUNTI,SINYAL KUAT,ADA,ADA,ADA,1.0,ADA,ADA,ADA,ADA,"TRI, SMARTFREN",2021
4389,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214110,CAMPAKA,3214110024,CISAAT,32.14.02,CAMPAKA,32.14.02.2010,CISAAT,SINYAL KUAT,ADA,ADA,ADA,1.0,ADA,ADA,ADA,ADA,TRI,2021
4390,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214010,JATILUHUR,3214010007,CIKAOBANDUNG,32.14.03,JATILUHUR,32.14.03.2001,CIKAOBANDUNG,SINYAL KUAT,ADA,ADA,ADA,3.0,ADA,ADA,ADA,ADA,TRI,2021
4391,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214010,JATILUHUR,3214010006,JATIMEKAR,32.14.03,JATILUHUR,32.14.03.2002,JATIMEKAR,SINYAL KUAT,TIDAK ADA,TIDAK ADA,TIDAK ADA,300.0,ADA,ADA,ADA,TIDAK ADA,0,2021
4392,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214010,JATILUHUR,3214010008,JATILUHUR,32.14.03,JATILUHUR,32.14.03.2003,JATILUHUR,SINYAL KUAT,ADA,ADA,ADA,1.0,ADA,ADA,ADA,ADA,TRI,2021
4393,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214010,JATILUHUR,3214010009,CILEGONG,32.14.03,JATILUHUR,32.14.03.2004,CILEGONG,SINYAL KUAT,ADA,ADA,ADA,100.0,ADA,ADA,ADA,ADA,0,2021
4394,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214010,JATILUHUR,3214010010,KEMBANGKUNING,32.14.03,JATILUHUR,32.14.03.2005,KEMBANGKUNING,SINYAL KUAT,ADA,ADA,TIDAK ADA,1000.0,ADA,ADA,ADA,ADA,TRI,2021
4395,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214010,JATILUHUR,3214010011,CIBINONG,32.14.03,JATILUHUR,32.14.03.2006,CIBINONG,SINYAL KUAT,ADA,ADA,ADA,0.5,ADA,ADA,ADA,ADA,"AXIS, SMARTFREN",2021
4396,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214010,JATILUHUR,3214010018,BUNDER,32.14.03,JATILUHUR,32.14.03.2007,BUNDER,SINYAL KUAT,ADA,ADA,ADA,100.0,ADA,ADA,ADA,ADA,0,2021
4397,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214010,JATILUHUR,3214010017,MEKARGALIH,32.14.03,JATILUHUR,32.14.03.2008,MEKARGALIH,SINYAL KUAT,ADA,ADA,ADA,5000.0,ADA,ADA,ADA,ADA,0,2021
4398,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214010,JATILUHUR,3214010016,CISALADA,32.14.03,JATILUHUR,32.14.03.2009,CISALADA,SINYAL LEMAH,ADA,ADA,ADA,1.0,ADA,ADA,ADA,ADA,TRI,2021
4399,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214010,JATILUHUR,3214010015,PARAKANLIMA,32.14.03,JATILUHUR,32.14.03.2010,PARAKANLIMA,SINYAL KUAT,ADA,ADA,TIDAK ADA,300.0,ADA,ADA,ADA,ADA,TRI,2021
4400,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214040,PLERED,3214040007,P L E R E D,32.14.04,PLERED,32.14.04.2001,PLERED,SINYAL KUAT,ADA,ADA,ADA,0.05,ADA,ADA,ADA,ADA,TRI,2021
4401,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214040,PLERED,3214040005,PALINGGIHAN,32.14.04,PLERED,32.14.04.2002,PALINGGIHAN,SINYAL KUAT,ADA,ADA,TIDAK ADA,100.0,ADA,ADA,ADA,ADA,0,2021
4402,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214040,PLERED,3214040004,CIBOGOHILIR,32.14.04,PLERED,32.14.04.2003,CIBOGOHILIR,SINYAL KUAT,ADA,ADA,ADA,400.0,ADA,ADA,ADA,ADA,TRI,2021
4403,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214040,PLERED,3214040011,LINGGARSARI,32.14.04,PLERED,32.14.04.2004,LINGGASARI,SINYAL KUAT,ADA,ADA,TIDAK ADA,1.0,ADA,ADA,ADA,ADA,XL,2021
4404,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214040,PLERED,3214040002,GANDASOLI,32.14.04,PLERED,32.14.04.2005,GANDASOLI,SINYAL KUAT,TIDAK ADA,TIDAK ADA,ADA,0.1,ADA,ADA,ADA,ADA,"TRI, HUAWEI, SMARTFREN",2021
4405,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214040,PLERED,3214040009,CITEKO,32.14.04,PLERED,32.14.04.2006,CITEKO,SINYAL KUAT,ADA,ADA,ADA,0.3,ADA,ADA,ADA,ADA,TRI,2021
4406,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214040,PLERED,3214040013,LIUNGGUNUNG,32.14.04,PLERED,32.14.04.2007,LIUNGGUNUNG,SINYAL KUAT,ADA,ADA,ADA,200.0,ADA,ADA,ADA,ADA,TRI,2021
4407,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214040,PLERED,3214040001,RAWASARI,32.14.04,PLERED,32.14.04.2008,RAWASARI,SINYAL KUAT,ADA,ADA,ADA,1.0,ADA,ADA,ADA,ADA,0,2021
4408,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214040,PLERED,3214040014,ANJUN,32.14.04,PLERED,32.14.04.2009,ANJUN,SINYAL KUAT,TIDAK ADA,ADA,TIDAK ADA,1.0,ADA,ADA,ADA,ADA,AXIS,2021
4409,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214040,PLERED,3214040008,SINDANGSARI,32.14.04,PLERED,32.14.04.2010,SINDANGSARI,SINYAL KUAT,ADA,ADA,ADA,0.5,ADA,ADA,ADA,ADA,TRI,2021
4410,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214040,PLERED,3214040006,BABAKAN SARI,32.14.04,PLERED,32.14.04.2011,BABAKANSARI,SINYAL KUAT,ADA,ADA,ADA,0.8,ADA,ADA,ADA,ADA,SMARTFREN,2021
4411,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214040,PLERED,3214040003,GANDAMEKAR,32.14.04,PLERED,32.14.04.2012,GANDAMEKAR,SINYAL KUAT,ADA,TIDAK ADA,ADA,0.05,ADA,ADA,ADA,TIDAK ADA,0,2021
4412,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214040,PLERED,3214040010,CITEKOKALER,32.14.04,PLERED,32.14.04.2013,CITEKOKALER,SINYAL KUAT,ADA,ADA,TIDAK ADA,1.0,ADA,ADA,ADA,ADA,TRI,2021
4413,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214040,PLERED,3214040012,PAMOYANAN,32.14.04,PLERED,32.14.04.2014,PAMOYANAN,SINYAL KUAT,TIDAK ADA,ADA,TIDAK ADA,800.0,ADA,ADA,ADA,TIDAK ADA,0,2021
4414,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214040,PLERED,3214040016,SEMPUR,32.14.04,PLERED,32.14.04.2015,SEMPUR,SINYAL KUAT,ADA,ADA,ADA,1100.0,ADA,ADA,ADA,ADA,AXIS,2021
4415,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214040,PLERED,3214040015,CIBOGO GIRANG,32.14.04,PLERED,32.14.04.2016,CIBOGO GIRANG,SINYAL KUAT,ADA,ADA,ADA,20.0,ADA,ADA,ADA,ADA,TRI,2021
4416,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214050,SUKATANI,3214050006,SUKATANI,32.14.05,SUKATANI,32.14.05.2001,SUKATANI,SINYAL KUAT,ADA,ADA,ADA,1.0,ADA,ADA,ADA,ADA,TRI,2021
4417,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214050,SUKATANI,3214050007,MALANGNENGAH,32.14.05,SUKATANI,32.14.05.2002,MALANGNENGAH,SINYAL KUAT,ADA,ADA,TIDAK ADA,100.0,ADA,ADA,ADA,ADA,"TRI, SMARTFREN",2021
4418,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214050,SUKATANI,3214050008,CILALAWI,32.14.05,SUKATANI,32.14.05.2003,CILALAWI,SINYAL KUAT,ADA,ADA,ADA,500.0,ADA,ADA,ADA,ADA,TRI,2021
4419,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214050,SUKATANI,3214050009,SUKAMAJU,32.14.05,SUKATANI,32.14.05.2004,SUKAMAJU,SINYAL KUAT,ADA,TIDAK ADA,ADA,1.0,ADA,ADA,ADA,TIDAK ADA,INDOSAT,2021
4420,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214050,SUKATANI,3214050010,CIPICUNG,32.14.05,SUKATANI,32.14.05.2005,CIPICUNG,SINYAL KUAT,ADA,ADA,ADA,0.5,ADA,ADA,ADA,ADA,TRI,2021
4421,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214050,SUKATANI,3214050005,CIANTING UTARA,32.14.05,SUKATANI,32.14.05.2006,CIANTING UTARA,SINYAL KUAT,ADA,ADA,TIDAK ADA,1.0,ADA,ADA,ADA,ADA,"TRI, AXIS, SMARTFREN",2021
4422,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214050,SUKATANI,3214050002,CIANTING,32.14.05,SUKATANI,32.14.05.2007,CIANTING,SINYAL KUAT,ADA,ADA,ADA,20.0,ADA,ADA,ADA,ADA,"AXIS, TRI, SMARTFREN",2021
4423,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214050,SUKATANI,3214050003,PASIRMUNJUL,32.14.05,SUKATANI,32.14.05.2008,PASIRMUNJUL,SINYAL KUAT,ADA,TIDAK ADA,ADA,500.0,ADA,ADA,ADA,ADA,"TRI, SIMPATI",2021
4424,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214050,SUKATANI,3214050011,TAJURSINDANG,32.14.05,SUKATANI,32.14.05.2009,TAJURSINDANG,SINYAL KUAT,ADA,TIDAK ADA,ADA,250.0,TIDAK ADA,TIDAK ADA,ADA,TIDAK ADA,0,2021
4425,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214050,SUKATANI,3214050004,CIBODAS,32.14.05,SUKATANI,32.14.05.2010,CIBODAS,SINYAL KUAT,ADA,ADA,ADA,1.0,ADA,ADA,ADA,ADA,"XL, TELKOMSEL, AXIS",2021
4426,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214050,SUKATANI,3214050015,CIJANTUNG,32.14.05,SUKATANI,32.14.05.2011,CIJANTUNG,SINYAL KUAT,TIDAK ADA,ADA,ADA,1.0,ADA,ADA,ADA,ADA,TRI,2021
4427,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214050,SUKATANI,3214050014,SUKAJAYA,32.14.05,SUKATANI,32.14.05.2012,SUKAJAYA,SINYAL KUAT,ADA,TIDAK ADA,ADA,0.2,ADA,ADA,ADA,ADA,TRI,2021
4428,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214050,SUKATANI,3214050013,PANYINDANGAN,32.14.05,SUKATANI,32.14.05.2013,PANYINDANGAN,SINYAL KUAT,ADA,TIDAK ADA,ADA,200.0,ADA,ADA,ADA,TIDAK ADA,0,2021
4429,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214050,SUKATANI,3214050012,SINDANGLAYA,32.14.05,SUKATANI,32.14.05.2014,SINDANGLAYA,SINYAL KUAT,ADA,ADA,TIDAK ADA,1.0,ADA,ADA,ADA,ADA,AXIS,2021
4430,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214060,DARANGDAN,3214060013,DARANGDAN,32.14.06,DARANGDAN,32.14.06.2001,DARANGDAN,SINYAL KUAT,ADA,ADA,ADA,0.8,ADA,ADA,ADA,ADA,TRI,2021
4431,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214060,DARANGDAN,3214060007,DEPOK,32.14.06,DARANGDAN,32.14.06.2002,DEPOK,SINYAL KUAT,ADA,ADA,ADA,1.0,ADA,ADA,ADA,ADA,INDOSAT,2021
4432,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214060,DARANGDAN,3214060016,CILINGGA,32.14.06,DARANGDAN,32.14.06.2003,CILINGGA,SINYAL KUAT,ADA,TIDAK ADA,ADA,1.0,ADA,ADA,ADA,ADA,TRI,2021
4433,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214060,DARANGDAN,3214060002,NANGEWER,32.14.06,DARANGDAN,32.14.06.2004,NANGEWER,SINYAL LEMAH,ADA,TIDAK ADA,TIDAK ADA,10.0,ADA,ADA,ADA,ADA,TRI,2021
4434,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214060,DARANGDAN,3214060009,MEKARSARI,32.14.06,DARANGDAN,32.14.06.2005,MEKARSARI,SINYAL KUAT,ADA,ADA,TIDAK ADA,1500.0,ADA,ADA,ADA,ADA,TELKOMSEL,2021
4435,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214060,DARANGDAN,3214060004,LINGGASARI,32.14.06,DARANGDAN,32.14.06.2006,LINGGARSARI,SINYAL KUAT,ADA,ADA,ADA,1.0,ADA,ADA,ADA,ADA,TRI,2021
4436,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214060,DARANGDAN,3214060005,SAWIT,32.14.06,DARANGDAN,32.14.06.2007,SAWIT,SINYAL KUAT,ADA,ADA,ADA,1.0,ADA,ADA,ADA,ADA,TRI,2021
4437,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214060,DARANGDAN,3214060015,LINGGAMUKTI,32.14.06,DARANGDAN,32.14.06.2008,LINGGAMUKTI,SINYAL KUAT,ADA,ADA,ADA,1.0,ADA,ADA,ADA,ADA,TRI,2021
4438,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214060,DARANGDAN,3214060012,GUNUNGHEJO,32.14.06,DARANGDAN,32.14.06.2009,GUNUNGHEJO,SINYAL KUAT,ADA,ADA,ADA,500.0,ADA,ADA,ADA,ADA,TRI,2021
4439,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214060,DARANGDAN,3214060001,PASIRANGIN,32.14.06,DARANGDAN,32.14.06.2010,PASIRANGIN,SINYAL KUAT,ADA,ADA,ADA,2.0,ADA,ADA,ADA,ADA,"SMARTFREN, TRI",2021
4440,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214060,DARANGDAN,3214060008,LEGOKSARI,32.14.06,DARANGDAN,32.14.06.2011,LEGOKSARI,SINYAL KUAT,TIDAK ADA,ADA,ADA,2.0,ADA,ADA,ADA,ADA,"TRI, SMARTFREN",2021
4441,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214060,DARANGDAN,3214060006,SIRNAMANAH,32.14.06,DARANGDAN,32.14.06.2012,SIRNAMANAH,SINYAL KUAT,TIDAK ADA,ADA,TIDAK ADA,0.0,ADA,ADA,ADA,ADA,TRI,2021
4442,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214060,DARANGDAN,3214060014,SADARKARYA,32.14.06,DARANGDAN,32.14.06.2013,SADARKARYA,SINYAL KUAT,ADA,ADA,ADA,1.0,ADA,ADA,ADA,ADA,TRI,2021
4443,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214060,DARANGDAN,3214060003,NEGLASARI,32.14.06,DARANGDAN,32.14.06.2014,NEGLASARI,SINYAL KUAT,TIDAK ADA,ADA,TIDAK ADA,1.0,ADA,ADA,ADA,TIDAK ADA,0,2021
4444,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214060,DARANGDAN,3214060017,NAGRAK,32.14.06,DARANGDAN,32.14.06.2015,NAGRAK,SINYAL KUAT,TIDAK ADA,ADA,TIDAK ADA,1.0,ADA,ADA,ADA,ADA,TRI,2021
4445,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214020,MANIIS,3214020005,GUNUNGKARUNG,32.14.07,MANIIS,32.14.07.2001,GUNUNGKARUNG,SINYAL KUAT,ADA,ADA,ADA,600.0,ADA,ADA,ADA,ADA,"AXIS, TRI, SMARTFREN",2021
4446,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214020,MANIIS,3214020003,CITAMIANG,32.14.07,MANIIS,32.14.07.2002,CITAMIANG,SINYAL KUAT,TIDAK ADA,TIDAK ADA,ADA,200.0,ADA,ADA,ADA,ADA,"TRI, AXIS",2021
4447,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214020,MANIIS,3214020002,SINARGALIH,32.14.07,MANIIS,32.14.07.2003,SINARGALIH,SINYAL KUAT,ADA,TIDAK ADA,ADA,1.0,ADA,ADA,ADA,ADA,TRI,2021
4448,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214020,MANIIS,3214020001,TEGALDATAR,32.14.07,MANIIS,32.14.07.2004,TEGALDATAR,SINYAL KUAT,ADA,ADA,ADA,0.5,ADA,TIDAK ADA,ADA,ADA,TRI,2021
4449,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214020,MANIIS,3214020004,CIJATI,32.14.07,MANIIS,32.14.07.2005,CIJATI,SINYAL KUAT,ADA,ADA,ADA,600.0,ADA,ADA,ADA,ADA,TRI,2021
4450,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214020,MANIIS,3214020007,CIRAMAHILIR,32.14.07,MANIIS,32.14.07.2006,CIRAMAHILIR,SINYAL KUAT,ADA,TIDAK ADA,TIDAK ADA,1.0,ADA,ADA,TIDAK ADA,TIDAK ADA,0,2021
4451,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214020,MANIIS,3214020008,SUKAMUKTI,32.14.07,MANIIS,32.14.07.2007,SUKAMUKTI,SINYAL LEMAH,ADA,TIDAK ADA,ADA,1.0,ADA,ADA,ADA,ADA,AXIS,2021
4452,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214020,MANIIS,3214020006,PASIRJAMBU,32.14.07,MANIIS,32.14.07.2008,PASIRJAMBU,SINYAL KUAT,ADA,ADA,TIDAK ADA,3.0,ADA,ADA,ADA,TIDAK ADA,0,2021
4453,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214030,TEGAL WARU,3214030006,BATUTUMPANG,32.14.08,TEGALWARU,32.14.08.2001,BATUTUMPANG,SINYAL KUAT,ADA,ADA,ADA,5.0,ADA,ADA,ADA,ADA,AXIS,2021
4454,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214030,TEGAL WARU,3214030005,CITALANG,32.14.08,TEGALWARU,32.14.08.2002,CITALANG,SINYAL KUAT,ADA,ADA,ADA,1.0,ADA,ADA,ADA,ADA,SMARTFREN,2021
4455,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214030,TEGAL WARU,3214030007,TEGALWARU,32.14.08,TEGALWARU,32.14.08.2003,TEGALWARU,SINYAL KUAT,ADA,ADA,TIDAK ADA,2.0,ADA,ADA,ADA,ADA,AXIS,2021
4456,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214030,TEGAL WARU,3214030008,TEGALSARI,32.14.08,TEGALWARU,32.14.08.2004,TEGALSARI,SINYAL KUAT,ADA,ADA,TIDAK ADA,4.0,ADA,ADA,ADA,ADA,IM3,2021
4457,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214030,TEGAL WARU,3214030009,WARUNGJERUK,32.14.08,TEGALWARU,32.14.08.2005,WARUNGJERUK,SINYAL KUAT,ADA,TIDAK ADA,ADA,1000.0,ADA,ADA,ADA,ADA,SMARTFREN,2021
4458,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214030,TEGAL WARU,3214030010,GALUMPIT,32.14.08,TEGALWARU,32.14.08.2006,GALUMPIT,SINYAL KUAT,ADA,ADA,TIDAK ADA,1.0,ADA,ADA,ADA,ADA,SMARTFREN,2021
4459,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214030,TEGAL WARU,3214030001,SUKAHAJI,32.14.08,TEGALWARU,32.14.08.2007,SUKAHAJI,SINYAL KUAT,TIDAK ADA,ADA,TIDAK ADA,100.0,ADA,ADA,ADA,ADA,TRI,2021
4460,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214030,TEGAL WARU,3214030002,KAROYA,32.14.08,TEGALWARU,32.14.08.2008,KAROYA,SINYAL KUAT,ADA,ADA,ADA,1.0,ADA,ADA,ADA,ADA,AXIS,2021
4461,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214030,TEGAL WARU,3214030003,CADASSARI,32.14.08,TEGALWARU,32.14.08.2009,CADASSARI,SINYAL KUAT,ADA,ADA,ADA,1.0,ADA,ADA,ADA,ADA,TRI,2021
4462,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214030,TEGAL WARU,3214030004,CADASMEKAR,32.14.08,TEGALWARU,32.14.08.2010,CADASMEKAR,SINYAL KUAT,ADA,TIDAK ADA,ADA,0.0,ADA,ADA,ADA,ADA,"AXIS, TRI",2021
4463,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214030,TEGAL WARU,3214030011,CISARUA,32.14.08,TEGALWARU,32.14.08.2011,CISARUA,SINYAL KUAT,TIDAK ADA,ADA,ADA,1.0,ADA,ADA,ADA,ADA,AXIS,2021
4464,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214030,TEGAL WARU,3214030012,SUKAMULYA,32.14.08,TEGALWARU,32.14.08.2012,SUKAMULYA,SINYAL LEMAH,ADA,ADA,ADA,2.0,ADA,ADA,ADA,ADA,SMARTFREN,2021
4465,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214030,TEGAL WARU,3214030013,PASANGGRAHAN,32.14.08,TEGALWARU,32.14.08.2013,PASANGGRAHAN,SINYAL LEMAH,TIDAK ADA,TIDAK ADA,TIDAK ADA,0.0,ADA,ADA,ADA,ADA,SMARTFREN,2021
4466,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214080,WANAYASA,3214080008,WANAYASA,32.14.09,WANAYASA,32.14.09.2001,WANAYASA,SINYAL KUAT,ADA,ADA,ADA,1.0,ADA,ADA,ADA,ADA,TRI,2021
4467,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214080,WANAYASA,3214080019,SUKADAMI,32.14.09,WANAYASA,32.14.09.2002,SUKADAMI,SINYAL KUAT,TIDAK ADA,ADA,ADA,200.0,ADA,ADA,ADA,ADA,SMARTFREN,2021
4468,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214080,WANAYASA,3214080016,WANASARI,32.14.09,WANAYASA,32.14.09.2003,WANASARI,SINYAL KUAT,ADA,ADA,ADA,1.0,ADA,ADA,ADA,ADA,AXIS,2021
4469,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214080,WANAYASA,3214080002,SIMPANG,32.14.09,WANAYASA,32.14.09.2004,SIMPANG,SINYAL KUAT,ADA,TIDAK ADA,ADA,1.0,ADA,ADA,ADA,ADA,TRI,2021
4470,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214080,WANAYASA,3214080004,NAGROG,32.14.09,WANAYASA,32.14.09.2005,NAGROG,SINYAL KUAT,ADA,ADA,TIDAK ADA,2.0,ADA,ADA,ADA,ADA,TRI,2021
4471,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214080,WANAYASA,3214080005,CIBUNTU,32.14.09,WANAYASA,32.14.09.2006,CIBUNTU,SINYAL KUAT,TIDAK ADA,ADA,TIDAK ADA,1.0,ADA,ADA,ADA,ADA,"TRI, SMARTFREN",2021
4472,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214080,WANAYASA,3214080009,BABAKAN,32.14.09,WANAYASA,32.14.09.2007,BABAKAN,SINYAL KUAT,ADA,ADA,ADA,1.0,ADA,ADA,ADA,ADA,TRI,2021
4473,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214080,WANAYASA,3214080001,NANGERANG,32.14.09,WANAYASA,32.14.09.2008,NANGERANG,SINYAL KUAT,ADA,ADA,TIDAK ADA,1.0,ADA,ADA,ADA,ADA,TRI,2021
4474,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214080,WANAYASA,3214080018,CIAWI,32.14.09,WANAYASA,32.14.09.2009,CIAWI,SINYAL LEMAH,ADA,ADA,TIDAK ADA,1.0,ADA,ADA,ADA,ADA,"TRI, SMARTFREN",2021
4475,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214080,WANAYASA,3214080006,SUMURUGUL,32.14.09,WANAYASA,32.14.09.2010,SUMURUGUL,SINYAL KUAT,ADA,ADA,TIDAK ADA,3.0,ADA,ADA,ADA,ADA,SMARTFREN,2021
4476,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214080,WANAYASA,3214080007,RAHARJA,32.14.09,WANAYASA,32.14.09.2011,RAHARJA,SINYAL KUAT,ADA,ADA,TIDAK ADA,2.0,ADA,ADA,ADA,ADA,SMARTFREN,2021
4477,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214080,WANAYASA,3214080003,SAKAMBANG,32.14.09,WANAYASA,32.14.09.2012,SAKAMBANG,SINYAL KUAT,TIDAK ADA,ADA,ADA,1.0,ADA,ADA,ADA,ADA,TRI,2021
4478,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214080,WANAYASA,3214080020,TARINGGUL TONGGOH,32.14.09,WANAYASA,32.14.09.2013,TARINGGUL TONGGOH,SINYAL KUAT,ADA,ADA,ADA,1.0,ADA,ADA,ADA,ADA,TRI,2021
